"placekey","parent_placekey","location_name","safegraph_brand_ids","brands","top_category","sub_category","category_tags","naics_code","latitude","longitude","street_address","city","region","postal_code","iso_country_code","phone_number","open_hours","opened_on","closed_on","tracking_closed_since","geometry_type","date_range_start","date_range_end","raw_visit_counts","raw_visitor_counts","visits_by_day","visitor_home_cbgs","visitor_country_of_origin","distance_from_home","median_dwell","bucketed_dwell_times","related_same_day_brand","related_same_month_brand","popularity_by_hour","popularity_by_day","device_type","poi_cbg","visitor_home_aggregation","visitor_daytime_cbgs"
23n-222@627-s4k-k75,,Club Pilates,SG_BRAND_5fa25d11e985b8c72f25a2ac289a93f0,Club Pilates,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.788038,-73.971295,580 Columbus Ave,New York,NY,10024,US,+13156107580,,,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,125,88,"[1,2,9,3,4,6,4,3,9,2,1,3,3,3,5,2,6,3,9,8,2,1,4,7,6,0,3,4,7,5]","{""360610173003"":7,""360610143001"":4,""360610205001"":4,""360470292002"":4,""360810169003"":4,""360610169003"":4,""511539015033"":4,""360610241002"":4,""360610177003"":4,""360610175006"":4,""360850128042"":4,""360050210014"":4,""360050407013"":4,""450450037012"":4,""360610177002"":4,""060372611021"":4,""360610210001"":4,""360610140002"":4,""360610131001"":4}","{""US"":78}",5033,43.0,"{""<5"":2,""5-10"":16,""11-20"":17,""21-60"":42,""61-120"":33,""121-240"":5,"">240"":10}","{""Target"":5,""BareBurger"":4,""Chipotle Mexican Grill"":3,""Starbucks"":3,""T.J. Maxx"":3,""Walgreens"":3,""Dunkin'"":3,""Uncle Giuseppe's"":2,""BP"":2,""Paris Baguette"":2,""Mobil"":2,""Whole Foods Market"":2,""Mattress Firm"":2,""Del Frisco's Grille"":2,""Shell Oil"":2,""P.C. Richard & Son"":1,""Stickley Audi Furniture"":1,""Barnes and Noble"":1,""Equinox Fitness Clubs"":1,""The Shade Store"":1}","{""Starbucks"":47,""Dunkin'"":33,""McDonald's"":26,""CVS"":25,""Chipotle Mexican Grill"":22,""BP"":19,""Burger King"":18,""Subway"":17,""Mobil"":16,""Walgreens"":16,""Shell Oil"":16,""7-Eleven"":15,""Sunoco"":15,""Target"":14,""The Home Depot"":14,""Dollar Tree"":14,""Party City"":11,""Exxon Mobil"":11,""Walgreens Pharmacy"":10,""Wendy's"":10}","[1,0,0,0,1,3,2,16,27,24,22,26,28,15,17,15,12,13,18,16,16,11,4,3]","{""Monday"":20,""Tuesday"":13,""Wednesday"":17,""Thursday"":22,""Friday"":24,""Saturday"":13,""Sunday"":16}","{""android"":32,""ios"":54}",360610173003,"{""36061017700"":10,""36061017300"":9,""36081016900"":6,""36061016900"":4,""36081060100"":4,""36005023703"":4,""23005017304"":4,""36005021200"":4,""36061017500"":4,""42089300309"":4,""51153901503"":4,""36061018100"":4,""36081045500"":4,""36061020500"":4,""36005040701"":4,""36059407801"":4,""36061013800"":4}","{""360610177001"":8,""360594077002"":6,""360610173003"":6,""360610015021"":5,""360610177002"":4,""360870116033"":4,""360610181005"":4,""361032010014"":4,""360050210014"":4,""361031907042"":4,""360050419004"":4,""360610185002"":4,""360610205001"":4,""360610177004"":4,""230050173044"":4,""060730083412"":4,""360610177006"":4,""360610175006"":4,""421279610001"":4,""060372611021"":4,""360610169003"":4,""360610173006"":4,""360850128042"":4}"
223-22n@627-s8j-d5f,222-224@627-s8j-cwk,The Sensual Sorceress,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.735911,-73.994093,80 5th Ave,New York,NY,10011,US,+13473526536,,,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,3,3,"[1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":4}",,81.0,"{""<5"":0,""5-10"":0,""11-20"":1,""21-60"":0,""61-120"":2,""121-240"":0,"">240"":0}","{""Trader Joe's"":33}","{""Baskin Robbins"":67,""Starbucks"":67,""CVS"":67,""Trader Joe's"":33,""Food Bazaar Supermarket"":33,""Fairfield Inn & Suites by Marriott"":33,""BP"":33,""Goodwill Industries"":33,""Pure Barre"":33,""Taco Bell"":33,""Popeyes Louisiana Kitchen"":33,""Fairway Market"":33,""Mobil"":33,""Krispy Kreme Doughnuts"":33,""CrossFit"":33,""Haagen Dazs"":33,""Walgreens"":33,""Dick's Sporting Goods"":33,""Hilton International"":33,""BJ's Wholesale Club"":33}","[0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":2,""Wednesday"":1,""Thursday"":0,""Friday"":0,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}",360610063001,{},"{""360610182004"":4,""360470069004"":4}"
zzy-225@627-s65-9cq,,Riverdale Pilates,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.885766,-73.913961,3333 Henry Hudson Pkwy W Ste 5,New York,NY,10463,US,+19174269156,,,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,2,2,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2]","{""360390804021"":4}",{},,646.5,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":2}","{""New York Sports Club"":50,""Lenwich"":50}","{""Target"":50,""Beltone"":50,""New York Sports Club"":50,""Lenwich"":50,""Barnes and Noble College"":50,""Blink Fitness"":50,""Stewart's Shops"":50,""by CHLOE"":50,""Sunoco"":50}","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":2,""Friday"":0,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}",360050307014,"{""36039080402"":4}","{""360050295004"":4}"
248-222@627-s4v-brk,,Run With Alli,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.802585,-73.95836,294 Manhattan Ave Apt 1R,New York,NY,10026,US,+19146105236,,,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,
22c-223@627-s4t-yjv,,Physique Swimming,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.802327,-73.946929,14 W 118th St # 32,New York,NY,10026,US,,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""8:00"", ""20:00""]] }",,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,581,363,"[14,20,16,15,14,14,18,15,27,24,19,31,19,17,20,27,22,16,15,18,22,26,21,16,24,25,18,21,10,17]","{""360610190001"":43,""360610205000"":16,""360610186003"":11,""360610186001"":10,""360610184001"":5,""360050216023"":4,""360610245006"":4,""361031702022"":4,""360610218001"":4,""230310200002"":4,""360610236001"":4,""360610210002"":4,""360610188001"":4,""360610200002"":4,""360610198001"":4,""360610170004"":4,""360810972034"":4,""360610170003"":4,""131350504181"":4,""360610164003"":4,""360810057001"":4,""240338035252"":4,""360470608003"":4,""360610208003"":4,""360050414001"":4,""360050267025"":4,""340170020001"":4,""360610230002"":4,""360610218003"":4,""360610196003"":4,""340030541005"":4,""361190149081"":4,""360610200001"":4,""360610227003"":4}","{""US"":231}",1242,46.0,"{""<5"":6,""5-10"":74,""11-20"":87,""21-60"":174,""61-120"":126,""121-240"":78,"">240"":36}","{""McDonald's"":2,""BP"":1,""New York Sports Club"":1,""Fine Fare Supermarkets"":1,""GameStop"":1,""IHOP"":1,""Target"":1,""Shake Shack"":1,""7-Eleven"":1,""Starbucks"":1,""Shell Oil"":1,""Dunkin'"":1,""Champs Sports"":0,""Restaurant Depot"":0,""Subway"":0,""Petco"":0,""Walmart"":0,""Bahama Breeze"":0,""Duane Reade by Walgreens"":0,""Golden Corral"":0}","{""McDonald's"":12,""Dunkin'"":11,""BP"":9,""Starbucks"":9,""Subway"":9,""Popeyes Louisiana Kitchen"":7,""Burger King"":7,""Shell Oil"":7,""Dollar Tree"":6,""Fine Fare Supermarkets"":6,""Target"":6,""Baskin Robbins"":5,""ShopRite"":5,""Walmart"":4,""Chipotle Mexican Grill"":4,""Mobil"":4,""Stop & Shop"":4,""Rite Aid"":4,""Family Dollar Stores"":4,""GameStop"":4}","[31,25,24,25,24,24,23,29,26,39,47,45,46,42,49,50,47,34,23,26,204,219,211,157]","{""Monday"":69,""Tuesday"":78,""Wednesday"":85,""Thursday"":112,""Friday"":78,""Saturday"":74,""Sunday"":85}","{""android"":214,""ios"":149}",360610190001,"{""36061019000"":40,""36061018600"":19,""36061020500"":16,""36061021800"":7,""36061019800"":7,""36061019200"":6,""36061016400"":5,""36103122300"":5,""36119000401"":4,""36061021200"":4,""36061022600"":4,""36061024200"":4,""36061021600"":4,""36061025700"":4,""36047094401"":4,""36061023000"":4,""36061022000"":4,""42089301205"":4,""36061018400"":4,""36061021703"":4,""36061018800"":4,""36005042000"":4,""36091060101"":4,""36061021000"":4,""36119002800"":4,""36061022400"":4,""06037134901"":4,""36061020800"":4,""36061020000"":4,""36061019300"":4,""36081097203"":4,""36061017000"":4,""36005041400"":4,""36103170202"":4,""36061003400"":4,""55053960100"":4,""36061020102"":4,""34003015200"":4}","{""360610190001"":19,""360610205000"":18,""360610186003"":14,""090010729003"":8,""360610200002"":5,""340030152006"":4,""360610212001"":4,""360610228001"":4,""360610227003"":4,""360050414001"":4,""360050415005"":4,""120860110071"":4,""361190004013"":4,""360610174021"":4,""360610236004"":4,""360610192001"":4,""361190149081"":4,""360610198001"":4,""340130108002"":4,""360470608003"":4,""360610192000"":4,""360610184001"":4,""360610034001"":4,""360910601012"":4,""360610182001"":4,""360610218004"":4,""340030541005"":4,""360610162003"":4,""360610207012"":4,""360810088002"":4,""360811409021"":4,""360050004001"":4,""360610230002"":4}"
zzw-227@627-s4m-y9z,,Equinox East 85th Street,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.778365,-73.953978,203 E 85th St,New York,NY,10028,US,,,,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,
22f-222@627-s8j-94v,,Sarah Brooks Pilates,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.746636,-73.996254,250 W 26th St,New York,NY,10001,US,+16465046618,"{ ""Mon"": [], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }",,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,66,40,"[1,5,0,0,0,2,1,2,3,5,0,0,3,5,3,0,2,2,0,1,3,4,2,2,6,1,3,1,3,6]","{""361190147011"":4,""360470021002"":4,""530330238011"":4,""390490005004"":4,""361190076001"":4}","{""US"":35}",19518,90.0,"{""<5"":0,""5-10"":10,""11-20"":9,""21-60"":11,""61-120"":8,""121-240"":7,"">240"":21}","{""Dunkin'"":13,""Starbucks"":10,""CVS"":10,""McDonald's"":7,""Chipotle Mexican Grill"":5,""Sunoco"":3,""Western Beef"":2,""Key Food"":2,""Duane Reade by Walgreens"":2,""Gristedes"":2,""Stickley Audi Furniture"":2,""Madewell"":2,""Equinox Fitness Clubs"":2,""Sephora"":2,""Rolex"":2,""West Elm"":2,""Cumberland Farms"":2,""Baskin Robbins"":2,""Le Pain Quotidien"":2,""JdV by Hyatt"":2}","{""Starbucks"":48,""McDonald's"":35,""Dunkin'"":30,""CVS"":28,""BP"":23,""Baskin Robbins"":20,""Sunoco"":20,""Target"":18,""Subway"":18,""Walmart"":13,""Chipotle Mexican Grill"":13,""Planet Fitness"":13,""Mobil"":13,""Costco"":13,""Burger King"":13,""Simon mall"":10,""Barnes and Noble"":10,""Michaels Stores"":10,""sweetgreen"":10,""7-Eleven"":10}","[4,4,4,4,4,5,5,7,12,18,24,22,22,24,22,24,20,9,12,11,10,7,4,5]","{""Monday"":9,""Tuesday"":10,""Wednesday"":13,""Thursday"":16,""Friday"":9,""Saturday"":8,""Sunday"":1}","{""android"":19,""ios"":24}",360610091002,"{""36085012806"":7,""42091201201"":4,""36047025500"":4,""34017010200"":4}","{""360610091002"":4,""360850105004"":4,""360610121003"":4,""340258104022"":4,""360470249002"":4,""390490005004"":4,""361190106002"":4}"
22y-222@627-s4v-r8v,,Pole to Pole Fitness East Harlem,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.795836,-73.934377,419 E 116th St,New York,NY,10029,US,,,,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,250,123,"[7,3,7,10,9,5,10,5,5,10,12,15,6,8,10,8,7,9,4,4,14,7,12,9,5,11,11,9,10,8]","{""120950145041"":5,""360610242003"":5,""360610180001"":4,""360610192000"":4,""360811227013"":4,""360870116031"":4,""360610188002"":4,""360610178002"":4,""360470272002"":4,""360610178001"":4,""360810190001"":4,""340230066062"":4,""360610162003"":4,""360850003002"":4,""360050197001"":4,""360610291006"":4,""360610210001"":4,""360271100031"":4,""360610206001"":4}","{""US"":100}",7106,35.5,"{""<5"":4,""5-10"":59,""11-20"":32,""21-60"":51,""61-120"":36,""121-240"":35,"">240"":33}","{""Shell Oil"":5,""Baskin Robbins"":4,""Dunkin'"":4,""McDonald's"":4,""Rite Aid"":3,""BP"":2,""Starbucks"":2,""Target"":2,""Family Dollar Stores"":2,""Duane Reade by Walgreens"":1,""7-Eleven"":1,""C Town Supermarkets"":1,""TravelCenters of America"":1,""Sunoco"":1,""T-Mobile"":1,""Western Beef"":1,""Ramada"":1,""Olive Garden"":1,""Texas Chicken and Burgers"":1,""KFC"":1}","{""Dunkin'"":41,""McDonald's"":35,""Baskin Robbins"":28,""BP"":26,""Starbucks"":24,""Subway"":21,""Shell Oil"":20,""Mobil"":18,""Burger King"":16,""CVS"":15,""Walmart"":14,""Target"":14,""Gulf Oil"":13,""Dollar Tree"":12,""The Home Depot"":11,""Sunoco"":11,""Taco Bell"":11,""7-Eleven"":11,""Wendy's"":11,""Speedway"":10}","[23,24,22,22,20,19,17,41,53,23,25,24,34,33,30,40,33,29,32,30,42,45,45,30]","{""Monday"":26,""Tuesday"":41,""Wednesday"":39,""Thursday"":36,""Friday"":33,""Saturday"":36,""Sunday"":39}","{""android"":62,""ios"":60}",360610178002,"{""36061018800"":8,""36061024200"":7,""36061017800"":6,""36005036901"":4,""36005014400"":4,""09001211200"":4,""36081037100"":4,""36061018000"":4,""36061021600"":4,""36005023501"":4,""39035175202"":4,""36061014802"":4,""36061019200"":4,""36085000300"":4,""36005016100"":4,""36061029900"":4}","{""360610242003"":6,""360610299001"":5,""390351752021"":4,""360610193006"":4,""360610188002"":4,""360050129012"":4,""360470013001"":4,""360610178001"":4,""360610178002"":4,""360470439001"":4,""360050031001"":4,""360050039003"":4,""360810190001"":4,""360610184004"":4,""360050197001"":4,""360710117011"":4,""360470394001"":4,""360610178003"":4}"
22x-222@627-wc7-3yv,zzw-22z@627-wc7-3yv,Bigtoe Yoga,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.724553,-73.997204,580 Broadway Fl 2,New York,NY,10012,US,+19177279384,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:45"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""8:00"", ""20:00""]] }",,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,
zzw-224@627-s8j-kmk,233-223@627-s8j-kmk,Row House,SG_BRAND_236e88b2c65e7122,Row House,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.745228,-73.976535,233 East 34th Street Ground Floor,New York,NY,10016,US,+16468584433,"{ ""Mon"": [[""6:00"", ""21:00""]], ""Tue"": [[""6:00"", ""21:00""]], ""Wed"": [[""6:00"", ""21:00""]], ""Thu"": [[""6:00"", ""21:00""]], ""Fri"": [[""6:00"", ""21:00""]], ""Sat"": [[""8:00"", ""14:00""]], ""Sun"": [[""8:00"", ""18:00""]] }",,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,
23n-223@627-s8j-zmk,,DanceCatNY,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.745763,-73.993169,151 W 26th St Fl 5,New York,NY,10001,US,+12129245877,"{ ""Mon"": [[""18:00"", ""19:00""]], ""Tue"": [], ""Wed"": [[""19:30"", ""20:30""]], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,29,22,"[3,2,1,1,1,0,1,1,2,0,0,1,2,2,1,1,1,1,0,0,0,1,0,2,1,0,1,1,1,1]","{""170978644023"":4,""060855019001"":4,""060590746012"":4}","{""US"":18}",864189,526.0,"{""<5"":0,""5-10"":0,""11-20"":3,""21-60"":1,""61-120"":4,""121-240"":2,"">240"":19}","{""Dunkin'"":10,""Audi"":3,""Hermès"":3,""Crunch"":3,""Chopt Creative Salad"":3,""sweetgreen"":3,""Melt Shop"":3,""Barnes and Noble College"":3,""My Place Hotels"":3,""McDonald's"":3,""Nordstrom Rack"":3,""Sbarro"":3}","{""Starbucks"":36,""Simon mall"":23,""Michaels Stores"":23,""Costco"":23,""Subway"":23,""Dunkin'"":23,""Walmart"":18,""Trader Joe's"":18,""McDonald's"":18,""Build A Bear Workshop"":14,""Target"":14,""Shake Shack"":14,""Taco Bell"":14,""Lowe's"":14,""The Home Depot"":14,""Westfield"":14,""Petco"":9,""Living Spaces"":9,""Dodge"":9,""Honda"":9}","[17,17,18,18,18,17,17,15,10,8,4,4,3,2,2,1,1,0,0,0,12,20,21,21]","{""Monday"":3,""Tuesday"":4,""Wednesday"":7,""Thursday"":6,""Friday"":4,""Saturday"":3,""Sunday"":2}","{""android"":6,""ios"":16}",360610095001,"{""48113020400"":5,""06085501900"":4,""36061011900"":4,""12057005102"":4,""06059074601"":4}","{""121150015062"":5,""060590869015"":4,""481130204003"":4,""060855019001"":4,""361190101003"":4}"
223-222@627-s4r-249,zzy-225@627-s4r-28v,The Alfred Condominium Health Club,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.771547,-73.985877,161 W 61st St,New York,NY,10023,US,+12125813070,,,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,1873,277,"[78,73,57,53,57,46,75,68,82,68,42,47,75,65,64,48,58,40,46,60,83,75,75,58,60,50,79,70,64,57]","{""360610145001"":26,""361031581072"":6,""060378001021"":6,""340030463002"":5,""360610137001"":4,""340258094001"":4,""340130130001"":4,""060730177013"":4,""261251311001"":4,""360810840005"":4,""051430113004"":4,""360610159005"":4,""261251506002"":4,""360470826003"":4,""120570110152"":4,""360050397001"":4,""360610135001"":4,""360610139005"":4,""481576744003"":4,""340010130004"":4,""360594135005"":4,""060014039003"":4,""360470044001"":4,""360610154003"":4,""360610151002"":4,""360610151004"":4,""360610147001"":4,""361031908001"":4,""340030400012"":4,""250214222004"":4,""481210216211"":4,""361031473006"":4,""360610091002"":4,""360810481003"":4,""340170161001"":4,""340373733001"":4,""484391110083"":4,""360850277062"":4,""360593024005"":4,""340130160004"":4,""360610151001"":4,""170317502004"":4,""340130206004"":4,""340030242001"":4,""360610135002"":4,""340311250003"":4,""360610173003"":4,""360610139003"":4}","{""US"":253}",17795,90.0,"{""<5"":6,""5-10"":23,""11-20"":93,""21-60"":494,""61-120"":591,""121-240"":318,"">240"":348}","{""Barnes and Noble College"":53,""Argo Tea"":22,""Starbucks"":2,""Planet Fitness"":1,""It'sugar"":1,""Rosa Mexicano"":1,""Walgreens"":1,""Dunkin'"":1,""Paris Baguette"":1,""Chipotle Mexican Grill"":1,""Morgenthal Frederics"":1,""Zara"":0,""Target"":0,""T.J. Maxx"":0,""7-Eleven"":0,""Wolford"":0,""Walgreens Pharmacy"":0,""Le Pain Quotidien"":0,""Best Buy"":0,""1 Hotels"":0}","{""Barnes and Noble College"":78,""Argo Tea"":39,""Starbucks"":31,""Dunkin'"":27,""McDonald's"":18,""Target"":14,""Chipotle Mexican Grill"":12,""Walgreens"":12,""Rosa Mexicano"":11,""Subway"":11,""T.J. Maxx"":10,""BP"":10,""It'sugar"":9,""Baskin Robbins"":9,""CVS"":8,""Sunoco"":8,""Duane Reade by Walgreens"":7,""Walgreens Pharmacy"":7,""Shell Oil"":7,""Costco"":6}","[256,226,217,224,222,214,221,215,196,236,259,278,275,245,294,285,290,374,470,489,429,444,349,302]","{""Monday"":260,""Tuesday"":293,""Wednesday"":349,""Thursday"":335,""Friday"":241,""Saturday"":195,""Sunday"":200}","{""android"":85,""ios"":192}",360610145001,"{""36061014500"":27,""36061015100"":8,""34003019103"":7,""36005005400"":6,""36061013900"":5,""34013001100"":5,""36047064400"":4,""36081011300"":4,""36061020500"":4,""36061016600"":4,""36061013500"":4,""36061016900"":4,""36047076200"":4,""42077006903"":4,""34025801100"":4,""36005024800"":4,""34013013500"":4,""34025811102"":4,""36061012100"":4,""36061015400"":4,""36061021900"":4,""06037215102"":4,""36061014700"":4,""36061010100"":4,""34003026200"":4,""36047008000"":4,""01073011302"":4,""34003040001"":4,""55133200902"":4,""34013020600"":4,""34015501606"":4,""51041100931"":4,""36081048100"":4,""34003024200"":4,""08005085400"":4,""36061004900"":4,""42091206501"":4,""36059303900"":4,""36047039400"":4,""41051005100"":4,""36085006700"":4,""09013530302"":4,""36047009000"":4,""36087013200"":4,""34003038300"":4,""34003053100"":4,""36061013700"":4,""34039036500"":4,""36103147300"":4,""36061000700"":4,""36005020100"":4,""36005042600"":4,""25021422200"":4,""12099007005"":4,""36061015300"":4,""23005002102"":4,""36061011900"":4,""12086000126"":4,""34025803700"":4,""36061013600"":4,""36103158107"":4}","{""360610145001"":32,""360610145003"":6,""170312423002"":5,""360470360021"":5,""250092544011"":4,""340311250003"":4,""360610076002"":4,""360610135001"":4,""340270461052"":4,""360610135002"":4,""360050425003"":4,""371190063023"":4,""340258110001"":4,""340030383001"":4,""360610153001"":4,""360470159001"":4,""420912065011"":4,""360610151002"":4,""360610040006"":4,""360050210015"":4,""340312461041"":4,""360274100001"":4,""320030033131"":4,""360470255001"":4,""361031105022"":4,""360610139003"":4,""360470170003"":4,""360470044001"":4,""360610151004"":4,""060971507014"":4,""360610147001"":4,""361031457023"":4,""360610159005"":4,""360593008004"":4,""360810309042"":4,""360610137001"":4,""360594117002"":4}"
239-223@627-s8j-zmk,,Classical Pilates NYC,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,40.746824,-73.992917,150 W 28th St Ste 901,New York,NY,10001,US,+17188585806,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [], ""Sun"": [] }",,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,25,19,"[1,0,0,1,0,0,0,3,1,2,0,0,0,0,2,1,1,0,1,1,1,4,2,0,1,0,0,0,1,2]","{""360610186001"":4}","{""US"":16}",21916,56.0,"{""<5"":1,""5-10"":3,""11-20"":2,""21-60"":7,""61-120"":4,""121-240"":4,"">240"":4}","{""Hermès"":4,""KFC"":4,""sweetgreen"":4,""Starbucks"":4,""Mobil"":4,""Holiday Inn"":4,""CrossFit"":4,""Burger King"":4,""Gulf Oil"":4,""Atlantis Fresh Market"":4,""Checkers Drive-In Restaurants"":4,""Dunkin'"":4}","{""Dunkin'"":37,""Starbucks"":32,""BP"":26,""The Home Depot"":26,""Subway"":26,""Mobil"":21,""McDonald's"":21,""CVS"":21,""Shell Oil"":21,""Walmart"":16,""Target"":16,""Gulf Oil"":16,""Pizza Hut"":16,""Hyatt Regency"":11,""Taco Bell"":11,""Lowe's"":11,""KFC"":11,""Bolla Market"":11,""sweetgreen"":11,""Baskin Robbins"":11}","[0,0,0,0,1,3,5,1,4,4,5,5,5,7,6,7,6,3,0,0,4,8,6,2]","{""Monday"":1,""Tuesday"":1,""Wednesday"":11,""Thursday"":6,""Friday"":3,""Saturday"":2,""Sunday"":1}","{""android"":9,""ios"":7}",360610095001,"{""42079211701"":4,""12011020212"":4}","{""011150402041"":4,""340030010003"":4,""360610095001"":4}"
